Year,Age,Female,Male,Total
2009,79,0.038525,0.054071,0.045068
2009,80,0.041631,0.058438,0.048621
2009,81,0.046807,0.065506,0.05442
2009,82,0.053534,0.074119,0.061719
2009,83,0.059988,0.082586,0.068712
2009,84,0.06782,0.093404,0.077401
2009,85,0.076509,0.103933,0.086528
2009,86,0.086741,0.117277,0.097601
2009,87,0.097936,0.130458,0.109149
2009,88,0.109422,0.144167,0.121024
2009,89,0.12537,0.166513,0.138592
2009,90,0.137773,0.180377,0.150847
2009,91,0.154634,0.202956,0.168815
2009,92,0.174876,0.227979,0.189723
2009,93,0.198043,0.252092,0.212246
2009,94,0.218003,0.279145,0.233036
2009,95,0.239564,0.307238,0.255086
2009,96,0.265852,0.337673,0.281166
2009,97,0.288599,0.362389,0.303219
2009,98,0.318671,0.372424,0.328585
2009,99,0.343389,0.423173,0.357131
2009,100,0.381081,0.461446,0.393671
2009,101,0.417622,0.496384,0.429108
2009,102,0.428915,0.524352,0.441852
2009,103,0.451228,0.543175,0.462727
2009,104,0.481017,0.644326,0.499173
2009,105,0.50931,0.630355,0.522004
2009,106,0.611191,0.755317,0.626159
2009,107,0.572217,0.58418,0.573499
2009,108,0.583211,0.570114,0.581831
2009,109,0.520382,0.477454,0.51582
2009,110+,0.657771,0.891257,0.686039
2010,0,0.005627,0.006777,0.006215
2010,1,0.000413,0.000456,0.000435
2010,2,0.000223,0.000317,0.000271
2010,3,0.000169,0.000242,0.000206
2010,4,0.000135,0.000176,0.000156
2010,5,0.000104,0.00014,0.000123
2010,6,0.000106,0.000123,0.000115
2010,7,0.000097,0.00013,0.000114
2010,8,0.000105,0.000125,0.000115
2010,9,0.000093,0.000121,0.000108
2010,10,0.000096,0.00011,0.000103
2010,11,0.000111,0.000141,0.000126
2010,12,0.000121,0.000146,0.000134
2010,13,0.00012,0.000179,0.00015
2010,14,0.000155,0.000242,0.0002
2010,15,0.000176,0.000325,0.000252
2010,16,0.000245,0.000497,0.000375
2010,17,0.000272,0.000653,0.000468
2010,18,0.000328,0.000949,0.000647
2010,19,0.000382,0.001031,0.000714
2010,20,0.000394,0.001113,0.000761
2010,21,0.000431,0.001269,0.000859
2010,22,0.000447,0.001259,0.000861
2010,23,0.000452,0.001284,0.000876
2010,24,0.000505,0.001361,0.000941
2010,25,0.000507,0.001314,0.000917
2010,26,0.000525,0.001358,0.000946
2010,27,0.000525,0.001329,0.00093
2010,28,0.000595,0.001369,0.000984
2010,29,0.000628,0.001392,0.001011
2010,30,0.000671,0.001413,0.001044
2010,31,0.000666,0.001463,0.001066
2010,32,0.000743,0.001474,0.001109
2010,33,0.000734,0.001505,0.001119
2010,34,0.000804,0.001496,0.00115
2010,35,0.00087,0.001568,0.001219
2010,36,0.000967,0.00163,0.001297
2010,37,0.001013,0.001743,0.001376
2010,38,0.001101,0.001869,0.001482
2010,39,0.001183,0.001969,0.001574
2010,40,0.001255,0.00205,0.001651
2010,41,0.001378,0.002234,0.001804
2010,42,0.001517,0.002509,0.002011
2010,43,0.001682,0.002629,0.002152
2010,44,0.001875,0.002998,0.002432
2010,45,0.002011,0.003291,0.002645
2010,46,0.002346,0.003658,0.002995
2010,47,0.002496,0.004007,0.003242
2010,48,0.002691,0.004351,0.003509
2010,49,0.002934,0.004794,0.00385
2010,50,0.003246,0.005223,0.004219
2010,51,0.003416,0.005542,0.004461
2010,52,0.003828,0.006176,0.004979
2010,53,0.003942,0.006697,0.005289
2010,54,0.004315,0.007103,0.005677
2010,55,0.004453,0.007806,0.006084
2010,56,0.004898,0.008399,0.006597
2010,57,0.005179,0.009136,0.007095
2010,58,0.005691,0.009818,0.007685
2010,59,0.005977,0.010379,0.0081
2010,60,0.006472,0.011074,0.008686
2010,61,0.007045,0.011547,0.009209
2010,62,0.007805,0.012786,0.010198
2010,63,0.008423,0.013282,0.010753
2010,64,0.009368,0.014829,0.011978
2010,65,0.010087,0.015808,0.012804
2010,66,0.011264,0.01734,0.014139
2010,67,0.012129,0.018486,0.015124
2010,68,0.013383,0.020297,0.016622
2010,69,0.014399,0.021898,0.017887
2010,70,0.015946,0.023835,0.019597
2010,71,0.01742,0.025522,0.021159
2010,72,0.019192,0.028292,0.02336
2010,73,0.020851,0.030561,0.02526
2010,74,0.023022,0.033709,0.027831
2010,75,0.025794,0.037325,0.030925
2010,76,0.028182,0.040803,0.033745
2010,77,0.0313,0.044681,0.037128
2010,78,0.034949,0.049336,0.041133
2010,79,0.038045,0.053904,0.044759
2010,80,0.042261,0.059292,0.049379
2010,81,0.046029,0.064017,0.053435
2010,82,0.052402,0.072345,0.060428
2010,83,0.058934,0.080173,0.067272
2010,84,0.067279,0.091734,0.076586
2010,85,0.076874,0.103698,0.086753
2010,86,0.086124,0.114681,0.096371
2010,87,0.096205,0.129549,0.107825
2010,88,0.109508,0.146138,0.121855
2010,89,0.123522,0.160453,0.135544
2010,90,0.143444,0.187763,0.157294
2010,91,0.154912,0.198953,0.168002
2010,92,0.176663,0.228525,0.191367
2010,93,0.196518,0.252481,0.211547
2010,94,0.220636,0.280079,0.235587
2010,95,0.247479,0.30643,0.261336
2010,96,0.2699,0.338113,0.28474
2010,97,0.292588,0.359847,0.306175
2010,98,0.319826,0.389712,0.332962
2010,99,0.357023,0.420592,0.368138
2010,100,0.382909,0.46298,0.395735
2010,101,0.414824,0.484036,0.424972
2010,102,0.437623,0.547975,0.452698
2010,103,0.472854,0.637183,0.492968
2010,104,0.519006,0.582976,0.526016
2010,105,0.540807,0.628793,0.549577
2010,106,0.634465,0.501695,0.620954
2010,107,0.537874,0.625702,0.546906
2010,108,0.603943,0.503955,0.593163
2010,109,0.619701,0.517216,0.608285
2010,110+,0.536102,0.447873,0.526381
2011,0,0.005516,0.006588,0.006064
2011,1,0.00039,0.000454,0.000423
2011,2,0.000227,0.000303,0.000266
2011,3,0.000172,0.000236,0.000205
2011,4,0.000148,0.000179,0.000164
2011,5,0.000123,0.000156,0.00014
2011,6,0.00011,0.000136,0.000123
2011,7,0.000101,0.000123,0.000112
2011,8,0.000106,0.000132,0.000119
2011,9,0.000098,0.000117,0.000108
2011,10,0.0001,0.000121,0.00011
2011,11,0.000087,0.000142,0.000115
2011,12,0.000102,0.000154,0.000129
2011,13,0.000118,0.000188,0.000154
2011,14,0.000163,0.000246,0.000206
2011,15,0.000178,0.000307,0.000244
2011,16,0.00024,0.000477,0.000362
2011,17,0.000294,0.000626,0.000465
2011,18,0.000324,0.000903,0.000622
2011,19,0.000367,0.001073,0.000729
2011,20,0.000375,0.001097,0.000744
2011,21,0.000442,0.001233,0.000846
2011,22,0.000442,0.001335,0.000898
2011,23,0.000478,0.001347,0.000921
2011,24,0.000466,0.001327,0.000904
2011,25,0.000527,0.001336,0.000938
2011,26,0.000547,0.001357,0.000957
2011,27,0.000534,0.001353,0.000947
2011,28,0.000555,0.001375,0.000968
2011,29,0.000628,0.001414,0.001023
2011,30,0.000667,0.00142,0.001045
2011,31,0.000732,0.001462,0.001098
2011,32,0.000759,0.001512,0.001137
2011,33,0.000789,0.001544,0.001166
2011,34,0.000863,0.001562,0.001212
2011,35,0.000876,0.001586,0.00123
2011,36,0.000971,0.001629,0.001299
2011,37,0.000999,0.001744,0.00137
2011,38,0.001108,0.001871,0.001487
2011,39,0.001168,0.002033,0.001598
2011,40,0.001294,0.002151,0.00172
2011,41,0.001369,0.002264,0.001814
2011,42,0.001576,0.002443,0.002007
2011,43,0.001724,0.002699,0.002208
2011,44,0.001887,0.00284,0.00236
2011,45,0.00204,0.003231,0.002631
2011,46,0.00231,0.003498,0.002898
2011,47,0.002458,0.003998,0.003219
2011,48,0.002706,0.004331,0.003508
2011,49,0.003003,0.004758,0.003867
2011,50,0.003244,0.00519,0.004201
2011,51,0.00351,0.00562,0.004547
2011,52,0.003792,0.006167,0.004958
2011,53,0.004004,0.0067,0.005324
2011,54,0.004365,0.007245,0.005771
2011,55,0.004642,0.007842,0.006201
2011,56,0.00482,0.008594,0.006653
2011,57,0.005383,0.009027,0.007147
2011,58,0.005622,0.009707,0.007595
2011,59,0.006058,0.010498,0.008198
2011,60,0.006403,0.011168,0.008694
2011,61,0.006936,0.011697,0.009221
2011,62,0.00771,0.012429,0.009973
2011,63,0.008532,0.013573,0.010947
2011,64,0.009238,0.014426,0.011719
2011,65,0.010071,0.015353,0.012586
2011,66,0.010741,0.016535,0.013485
2011,67,0.012088,0.018373,0.015051
2011,68,0.01304,0.020173,0.016388
2011,69,0.014554,0.021604,0.017843
2011,70,0.015794,0.023705,0.019458
2011,71,0.017081,0.025472,0.020949
2011,72,0.018916,0.027877,0.023031
2011,73,0.020776,0.030643,0.025273
2011,74,0.022926,0.03297,0.027461
2011,75,0.025287,0.03637,0.030241
2011,76,0.028146,0.040502,0.03361
2011,77,0.031197,0.043826,0.036721
2011,78,0.034322,0.048359,0.040386
2011,79,0.038332,0.053349,0.044729
2011,80,0.042723,0.059672,0.049829
2011,81,0.047662,0.065239,0.054933
2011,82,0.051733,0.070426,0.059346
2011,83,0.058552,0.079573,0.066909
2011,84,0.066116,0.089324,0.075105
2011,85,0.075166,0.10082,0.084779
2011,86,0.085162,0.11274,0.095143
2011,87,0.09669,0.127389,0.107496
2011,88,0.109042,0.142012,0.120285
2011,89,0.125073,0.160499,0.136734
2011,90,0.140072,0.178899,0.152387
2011,91,0.161017,0.20689,0.174923
2011,92,0.176301,0.226182,0.19064
2011,93,0.198209,0.248965,0.21206
2011,94,0.21971,0.277667,0.234627
2011,95,0.24979,0.303428,0.262722
2011,96,0.273644,0.335393,0.287465
2011,97,0.301725,0.368389,0.315448
2011,98,0.326303,0.382213,0.337062
2011,99,0.35609,0.429844,0.369216
2011,100,0.387916,0.450769,0.398288
2011,101,0.414207,0.48773,0.425266
2011,102,0.450154,0.525904,0.460467
2011,103,0.492135,0.538821,0.497993
2011,104,0.496292,0.626939,0.510903
2011,105,0.51806,0.578554,0.524072
2011,106,0.585104,0.61731,0.588237
2011,107,0.557605,0.636753,0.565521
2011,108,0.606193,0.904044,0.633742
2011,109,0.653791,0.539915,0.641332
2011,110+,0.667506,0.551245,0.652924
2012,0,0.005465,0.006539,0.006014
2012,1,0.000375,0.000444,0.00041
2012,2,0.000237,0.000306,0.000272
2012,3,0.000183,0.000225,0.000204
2012,4,0.000139,0.000198,0.000169
2012,5,0.000123,0.000142,0.000132
2012,6,0.000101,0.000116,0.000109
2012,7,0.000086,0.000138,0.000113
2012,8,0.000094,0.000115,0.000105
2012,9,0.000101,0.000121,0.000111
2012,10,0.000096,0.00012,0.000108
2012,11,0.000099,0.000128,0.000114
2012,12,0.000102,0.000141,0.000122
2012,13,0.00012,0.000179,0.00015
2012,14,0.000152,0.000244,0.000199
2012,15,0.000193,0.000328,0.000262
2012,16,0.000244,0.00045,0.000349
2012,17,0.00025,0.000603,0.000431
2012,18,0.000332,0.000882,0.000614
2012,19,0.000343,0.000997,0.000679
2012,20,0.000388,0.001095,0.00075
2012,21,0.000417,0.001212,0.000824
2012,22,0.000449,0.001315,0.000891
2012,23,0.000461,0.001244,0.000861
2012,24,0.000499,0.001312,0.000913
2012,25,0.000506,0.001326,0.000923
2012,26,0.00054,0.001364,0.000958
2012,27,0.000549,0.001353,0.000956
2012,28,0.000616,0.001402,0.001013
2012,29,0.000646,0.001461,0.001056
2012,30,0.000703,0.001439,0.001072
2012,31,0.000697,0.001496,0.001098
2012,32,0.000714,0.001482,0.001099
2012,33,0.000797,0.001547,0.001173
2012,34,0.000824,0.001605,0.001214
2012,35,0.000899,0.001634,0.001266
2012,36,0.000944,0.001729,0.001335
2012,37,0.00098,0.001784,0.001381
2012,38,0.001082,0.001835,0.001456
2012,39,0.001194,0.001942,0.001565
2012,40,0.001293,0.002154,0.00172
2012,41,0.001393,0.002272,0.001829
2012,42,0.001524,0.0024,0.00196
2012,43,0.001662,0.002581,0.002119
2012,44,0.001824,0.00286,0.002338
2012,45,0.002014,0.003071,0.002538
2012,46,0.002204,0.003448,0.00282
2012,47,0.002439,0.003835,0.00313
2012,48,0.002711,0.004246,0.003469
2012,49,0.002918,0.00461,0.003751
2012,50,0.003218,0.005181,0.004183
2012,51,0.003505,0.005648,0.004558
2012,52,0.003742,0.006133,0.004916
2012,53,0.003974,0.006542,0.005232
2012,54,0.004342,0.007162,0.00572
2012,55,0.004664,0.007963,0.006272
2012,56,0.00507,0.008446,0.006711
2012,57,0.005327,0.009045,0.007129
2012,58,0.005685,0.009844,0.007694
2012,59,0.006126,0.01055,0.008257
2012,60,0.006617,0.011329,0.008882
2012,61,0.007077,0.011918,0.009398
2012,62,0.007514,0.01281,0.01005
2012,63,0.008334,0.013521,0.010814
2012,64,0.009047,0.014593,0.011696
2012,65,0.009813,0.015308,0.012433
2012,66,0.010803,0.016762,0.013631
2012,67,0.011575,0.018011,0.014613
2012,68,0.013244,0.019875,0.016359
2012,69,0.014172,0.021527,0.017611
2012,70,0.015695,0.023361,0.019257
2012,71,0.017112,0.0252,0.020841
2012,72,0.018472,0.027479,0.022604
2012,73,0.020089,0.029783,0.024517
2012,74,0.02261,0.032662,0.027166
2012,75,0.024855,0.035561,0.02966
2012,76,0.027753,0.039135,0.032808
2012,77,0.030867,0.04364,0.036476
2012,78,0.033754,0.04739,0.039672
2012,79,0.038033,0.052811,0.044363
2012,80,0.042407,0.058283,0.049106
2012,81,0.046771,0.064637,0.054183
2012,82,0.052414,0.070649,0.059876
2012,83,0.056736,0.076693,0.064772
2012,84,0.064631,0.086288,0.07313
2012,85,0.073509,0.096902,0.082441
2012,86,0.083399,0.109315,0.092955
2012,87,0.094554,0.124083,0.105049
2012,88,0.107872,0.140178,0.119014
2012,89,0.122442,0.156131,0.133676
2012,90,0.139789,0.178018,0.152067
2012,91,0.153517,0.197254,0.166999
2012,92,0.176594,0.222478,0.190065
2012,93,0.190753,0.245067,0.205812
2012,94,0.22006,0.277875,0.235192
2012,95,0.244175,0.304539,0.259058
2012,96,0.26946,0.338983,0.285442
2012,97,0.298491,0.365791,0.312746
2012,98,0.324907,0.408558,0.341234
2012,99,0.348838,0.427394,0.363037
2012,100,0.37906,0.471922,0.394572
2012,101,0.422197,0.488063,0.432423
2012,102,0.451794,0.53687,0.463822
2012,103,0.474858,0.55462,0.485002
2012,104,0.519671,0.589843,0.527935
2012,105,0.564079,0.667887,0.574748
2012,106,0.574148,0.615846,0.578139
2012,107,0.566145,0.703713,0.578966
2012,108,0.562139,0.416667,0.549558
2012,109,0.678498,0.574487,0.669043
2012,110+,0.649883,0.239711,0.589598
2013,0,0.005361,0.006509,0.005948
2013,1,0.000378,0.000461,0.00042
2013,2,0.000219,0.000289,0.000255
2013,3,0.000164,0.000212,0.000189
2013,4,0.000138,0.000182,0.00016
2013,5,0.000124,0.00015,0.000138
2013,6,0.000112,0.00013,0.000121
2013,7,0.000095,0.00012,0.000108
2013,8,0.000097,0.000124,0.000111
2013,9,0.000091,0.000135,0.000113
2013,10,0.000097,0.000112,0.000105
2013,11,0.000099,0.000125,0.000112
2013,12,0.000114,0.000152,0.000133
2013,13,0.000143,0.000179,0.000161
2013,14,0.000148,0.000234,0.000192
2013,15,0.000172,0.000329,0.000252
2013,16,0.000207,0.000437,0.000325
2013,17,0.000263,0.000605,0.000438
2013,18,0.000313,0.000786,0.000556
2013,19,0.000356,0.000933,0.000653
2013,20,0.000396,0.001049,0.000732
2013,21,0.000402,0.001189,0.000806
2013,22,0.000431,0.001236,0.000843
2013,23,0.000471,0.001281,0.000885
2013,24,0.000501,0.001287,0.000902
2013,25,0.000489,0.001309,0.000906
2013,26,0.000552,0.001361,0.000963
2013,27,0.000578,0.001391,0.000991
2013,28,0.000597,0.001378,0.000992
2013,29,0.000617,0.001425,0.001024
2013,30,0.000658,0.001486,0.001074
2013,31,0.000702,0.001497,0.001101
2013,32,0.000754,0.00149,0.001123
2013,33,0.000784,0.001592,0.001189
2013,34,0.000866,0.001649,0.001258
2013,35,0.000951,0.001688,0.001319
2013,36,0.000952,0.001713,0.001332
2013,37,0.001032,0.001777,0.001403
2013,38,0.0011,0.00183,0.001464
2013,39,0.001193,0.00197,0.001579
2013,40,0.001307,0.002122,0.001712
2013,41,0.001407,0.002258,0.001829
2013,42,0.001529,0.002477,0.002
2013,43,0.001674,0.002618,0.002144
2013,44,0.001791,0.002823,0.002304
2013,45,0.002015,0.003085,0.002546
2013,46,0.002168,0.003495,0.002825
2013,47,0.002434,0.003838,0.003129
2013,48,0.002604,0.004185,0.003386
2013,49,0.00299,0.004623,0.003795
2013,50,0.003187,0.005113,0.004134
2013,51,0.00353,0.005637,0.004565
2013,52,0.003762,0.006017,0.004868
2013,53,0.004059,0.006599,0.005304
2013,54,0.004358,0.00713,0.005714
2013,55,0.004738,0.007856,0.006259
2013,56,0.005106,0.008546,0.006779
2013,57,0.005459,0.009082,0.007216
2013,58,0.00576,0.009937,0.00778
2013,59,0.006089,0.010591,0.008258
2013,60,0.006643,0.011418,0.008937
2013,61,0.007124,0.012254,0.009583
2013,62,0.007563,0.012972,0.010149
2013,63,0.008251,0.013797,0.010898
2013,64,0.009115,0.014605,0.011732
2013,65,0.010051,0.015553,0.012671
2013,66,0.010662,0.016795,0.013577
2013,67,0.01165,0.018068,0.014685
2013,68,0.012735,0.019484,0.015908
2013,69,0.014482,0.021621,0.017822
2013,70,0.015642,0.023457,0.019281
2013,71,0.017157,0.025686,0.021102
2013,72,0.018555,0.027434,0.022629
2013,73,0.020339,0.029892,0.024699
2013,74,0.022601,0.03265,0.027166
2013,75,0.024725,0.035761,0.029697
2013,76,0.027494,0.03904,0.032642
2013,77,0.030535,0.043593,0.036294
2013,78,0.033987,0.047951,0.040071
2013,79,0.037622,0.052051,0.043832
2013,80,0.042101,0.058114,0.048896
2013,81,0.04681,0.064837,0.054337
2013,82,0.052152,0.072674,0.060567
2013,83,0.058257,0.077535,0.066051
2013,84,0.063493,0.08455,0.07187
2013,85,0.073241,0.09453,0.081485
2013,86,0.081719,0.107953,0.091585
2013,87,0.093937,0.122405,0.104251
2013,88,0.106556,0.137297,0.117269
2013,89,0.120455,0.155268,0.132199
2013,90,0.136239,0.175392,0.148978
2013,91,0.153802,0.194353,0.166466
2013,92,0.171583,0.219994,0.186056
2013,93,0.19763,0.251982,0.213009
2013,94,0.215307,0.267633,0.229239
2013,95,0.239936,0.303821,0.255949
2013,96,0.26766,0.328182,0.28186
2013,97,0.297812,0.362202,0.311846
2013,98,0.333734,0.387868,0.344612
2013,99,0.348035,0.423825,0.361922
2013,100,0.380892,0.465695,0.39525
2013,101,0.409821,0.520102,0.426787
2013,102,0.453258,0.512209,0.461705
2013,103,0.492454,0.553687,0.500625
2013,104,0.504904,0.561257,0.511615
2013,105,0.56362,0.659094,0.574026
2013,106,0.565461,0.63865,0.572547
2013,107,0.560632,0.662408,0.569641
2013,108,0.756889,1.076279,0.782839
2013,109,0.663061,0.527148,0.651237
2013,110+,0.60453,0.747996,0.62425
2014,0,0.00534,0.006359,0.005861
2014,1,0.000344,0.000394,0.000369
2014,2,0.000219,0.000278,0.000249
2014,3,0.000159,0.00021,0.000185
2014,4,0.000133,0.000189,0.000161
2014,5,0.000122,0.000141,0.000132
2014,6,0.0001,0.000129,0.000115
2014,7,0.000093,0.000129,0.000111
2014,8,0.000093,0.000121,0.000107
2014,9,0.00009,0.000128,0.000109
2014,10,0.000082,0.000121,0.000102
2014,11,0.000094,0.000134,0.000115
2014,12,0.000111,0.00015,0.000131
2014,13,0.000127,0.000197,0.000163
2014,14,0.00014,0.000235,0.000189
2014,15,0.00018,0.000307,0.000245
2014,16,0.000215,0.000468,0.000344
2014,17,0.000266,0.000587,0.00043
2014,18,0.000312,0.000831,0.000578
2014,19,0.000362,0.000957,0.000668
2014,20,0.000384,0.001046,0.000724
2014,21,0.000447,0.001178,0.000823
2014,22,0.000464,0.001266,0.000876
2014,23,0.000445,0.001281,0.000873
2014,24,0.000468,0.001325,0.000905
2014,25,0.000515,0.001351,0.000941
2014,26,0.000573,0.001385,0.000986
2014,27,0.000561,0.001376,0.000975
2014,28,0.000613,0.001432,0.001028
2014,29,0.000656,0.001459,0.001062
2014,30,0.000643,0.001467,0.001058
2014,31,0.000709,0.001579,0.001146
2014,32,0.000769,0.001562,0.001167
2014,33,0.000828,0.001593,0.001211
2014,34,0.000871,0.001725,0.001299
2014,35,0.000983,0.001736,0.001359
2014,36,0.000988,0.001834,0.001411
2014,37,0.001099,0.001844,0.00147
2014,38,0.00115,0.001881,0.001515
2014,39,0.001211,0.002026,0.001617
2014,40,0.001301,0.002131,0.001713
2014,41,0.001476,0.002364,0.001916
2014,42,0.001607,0.002446,0.002023
2014,43,0.00168,0.002595,0.002134
2014,44,0.001871,0.002791,0.002328
2014,45,0.001981,0.003062,0.002518
2014,46,0.002203,0.003411,0.002802
2014,47,0.002382,0.003767,0.003067
2014,48,0.002671,0.004157,0.003406
2014,49,0.002939,0.004562,0.00374
2014,50,0.003186,0.005036,0.004097
2014,51,0.00358,0.005577,0.004561
2014,52,0.003811,0.006028,0.004898
2014,53,0.004136,0.006632,0.005359
2014,54,0.004423,0.007163,0.005764
2014,55,0.004844,0.00783,0.006302
2014,56,0.005208,0.008554,0.006837
2014,57,0.005586,0.0093,0.007388
2014,58,0.005858,0.009931,0.007829
2014,59,0.006255,0.010604,0.008353
2014,60,0.006744,0.011459,0.00901
2014,61,0.007282,0.012531,0.009796
2014,62,0.007871,0.013275,0.010454
2014,63,0.008347,0.014037,0.011059
2014,64,0.008945,0.014618,0.011644
2014,65,0.009682,0.015654,0.012519
2014,66,0.010704,0.016875,0.013633
2014,67,0.011652,0.017873,0.014598
2014,68,0.012664,0.019579,0.015922
2014,69,0.013759,0.02087,0.017089
2014,70,0.015542,0.023239,0.019128
2014,71,0.017094,0.025327,0.020911
2014,72,0.018615,0.027742,0.022816
2014,73,0.020103,0.029839,0.024547
2014,74,0.022033,0.032386,0.026732
2014,75,0.024586,0.035642,0.029578
2014,76,0.027187,0.038906,0.032433
2014,77,0.029879,0.042816,0.035608
2014,78,0.033266,0.046901,0.039234
2014,79,0.037344,0.051509,0.043465
2014,80,0.041562,0.05715,0.04821
2014,81,0.04631,0.063436,0.053504
2014,82,0.051651,0.07062,0.059481
2014,83,0.057051,0.078149,0.065594
2014,84,0.064309,0.085537,0.072785
2014,85,0.069533,0.090249,0.077675
2014,86,0.078843,0.102995,0.088063
2014,87,0.090602,0.116468,0.100172
2014,88,0.100982,0.132587,0.112222
2014,89,0.114603,0.14958,0.12653
2014,90,0.132151,0.167689,0.143857
2014,91,0.149376,0.18934,0.162033
2014,92,0.168814,0.213632,0.182404
2014,93,0.186612,0.240623,0.202197
2014,94,0.215563,0.267931,0.229824
2014,95,0.228601,0.286102,0.24328
2014,96,0.261589,0.32673,0.27717
2014,97,0.285622,0.361725,0.302526
2014,98,0.318562,0.394924,0.334382
2014,99,0.341126,0.411394,0.35444
2014,100,0.372252,0.456374,0.386736
2014,101,0.405533,0.482181,0.417511
2014,102,0.446369,0.548693,0.461014
2014,103,0.477756,0.549558,0.487359
2014,104,0.511075,0.591242,0.5211
2014,105,0.567941,0.710931,0.583722
2014,106,0.527058,0.573371,0.531633
2014,107,0.607777,0.740685,0.619891
2014,108,0.708489,0.237023,0.669331
2014,109,0.761027,0.808898,0.765341
2014,110+,0.525207,0.572041,0.530029
2015,0,0.005378,0.006395,0.005898
2015,1,0.000349,0.00045,0.000401
2015,2,0.000228,0.000277,0.000253
2015,3,0.000163,0.000227,0.000196
2015,4,0.000127,0.000166,0.000147
2015,5,0.000113,0.000157,0.000136
2015,6,0.000118,0.000137,0.000128
2015,7,0.000102,0.000114,0.000108
2015,8,0.000096,0.000126,0.000111
2015,9,0.000083,0.000125,0.000104
2015,10,0.000083,0.00013,0.000107
2015,11,0.000098,0.000127,0.000113
2015,12,0.000112,0.00014,0.000126
2015,13,0.000145,0.000188,0.000167
2015,14,0.000172,0.000257,0.000215
2015,15,0.000179,0.000336,0.000259
2015,16,0.000236,0.000461,0.000351
2015,17,0.000278,0.000657,0.000472
2015,18,0.00036,0.000853,0.000613
2015,19,0.000401,0.001021,0.000719
2015,20,0.000409,0.00112,0.000774
2015,21,0.000461,0.001252,0.000868
2015,22,0.000465,0.001345,0.000918
2015,23,0.000482,0.001367,0.000936
2015,24,0.000515,0.001424,0.00098
2015,25,0.000559,0.001451,0.001014
2015,26,0.000563,0.001422,0.001
2015,27,0.000609,0.001516,0.00107
2015,28,0.000645,0.001517,0.001087
2015,29,0.000678,0.001634,0.001162
2015,30,0.00074,0.001586,0.001167
2015,31,0.000769,0.001653,0.001214
2015,32,0.000857,0.001719,0.00129
2015,33,0.000894,0.001767,0.001332
2015,34,0.000925,0.001827,0.001377
2015,35,0.000966,0.001877,0.001422
2015,36,0.001084,0.001901,0.001493
2015,37,0.001099,0.00201,0.001554
2015,38,0.001195,0.002048,0.00162
2015,39,0.00119,0.002138,0.001662
2015,40,0.001319,0.00219,0.001753
2015,41,0.001457,0.002366,0.001908
2015,42,0.0016,0.002527,0.002059
2015,43,0.001696,0.002674,0.00218
2015,44,0.001872,0.002943,0.002403
2015,45,0.002031,0.003114,0.002569
2015,46,0.00221,0.003436,0.002818
2015,47,0.002392,0.00369,0.003035
2015,48,0.00268,0.004059,0.003362
2015,49,0.002894,0.004578,0.003726
2015,50,0.003202,0.00502,0.004099
2015,51,0.003476,0.005567,0.004505
2015,52,0.003846,0.006037,0.004921
2015,53,0.004164,0.006649,0.005381
2015,54,0.004441,0.00727,0.005825
2015,55,0.004774,0.007841,0.006273
2015,56,0.005222,0.008452,0.006796
2015,57,0.005628,0.009313,0.007418
2015,58,0.006035,0.009927,0.00792
2015,59,0.006353,0.010684,0.008444
2015,60,0.006708,0.011473,0.009
2015,61,0.007258,0.012343,0.009694
2015,62,0.007913,0.0133,0.010486
2015,63,0.008506,0.01461,0.011413
2015,64,0.009024,0.015011,0.011868
2015,65,0.009719,0.015997,0.012696
2015,66,0.010586,0.017003,0.013624
2015,67,0.011658,0.018158,0.014732
2015,68,0.012558,0.019343,0.015759
2015,69,0.013977,0.021236,0.017384
2015,70,0.015295,0.022806,0.018798
2015,71,0.017005,0.02564,0.02101
2015,72,0.018976,0.027596,0.022952
2015,73,0.020555,0.030172,0.024958
2015,74,0.022114,0.032459,0.026811
2015,75,0.02481,0.035759,0.02975
2015,76,0.027159,0.038971,0.032459
2015,77,0.030466,0.042947,0.036015
2015,78,0.033338,0.04685,0.039276
2015,79,0.037498,0.051592,0.043616
2015,80,0.041993,0.057732,0.048732
2015,81,0.045977,0.064385,0.053748
2015,82,0.052389,0.070489,0.059907
2015,83,0.058467,0.078484,0.066629
2015,84,0.065169,0.087654,0.07415
2015,85,0.072364,0.093914,0.080858
2015,86,0.078944,0.100357,0.087251
2015,87,0.090588,0.115885,0.100104
2015,88,0.103006,0.130173,0.112884
2015,89,0.116371,0.14659,0.126903
2015,90,0.133803,0.166785,0.144807
2015,91,0.15041,0.187749,0.162408
2015,92,0.169367,0.212079,0.182507
2015,93,0.191733,0.239606,0.205766
2015,94,0.21106,0.264722,0.225992
2015,95,0.243731,0.303072,0.259233
2015,96,0.260158,0.320032,0.274761
2015,97,0.290486,0.359939,0.306201
2015,98,0.325222,0.389351,0.338718
2015,99,0.349776,0.430432,0.365488
2015,100,0.383275,0.475967,0.399736
2015,101,0.420877,0.512192,0.435454
2015,102,0.453077,0.502696,0.460357
2015,103,0.467488,0.579151,0.482269
2015,104,0.510636,0.600975,0.521663
2015,105,0.575597,0.546783,0.572279
2015,106,0.598253,0.612601,0.599754
2015,107,0.613094,0.702191,0.621409
2015,108,0.594798,0.52692,0.58844
2015,109,0.607279,0.722892,0.618549
2015,110+,0.723296,0.463858,0.697296
2016,0,0.005333,0.006371,0.005864
